iter	Passed	Remaining
733	104479	180205
734	104604	180033
735	104728	179860
736	104856	179693
737	104971	179503
738	105099	179338
739	105225	179167
740	105365	179021
741	105498	178863
742	105624	178694
743	105762	178545
744	105890	178379
745	106005	178192
746	106137	178032
747	106269	177873
748	106400	177713
749	106527	177546
750	106660	177388
751	106790	177226
752	106925	177072
753	107061	176921
754	107206	176783
755	107330	176612
756	107464	176457
757	107622	176342
758	107755	176185
759	107899	176046
760	108035	175894
761	108175	175749
762	108298	175577
763	108434	175425
764	108570	175273
765	108698	175109
766	108828	174949
767	108964	174796
768	109100	174645
769	109239	174499
770	109375	174348
771	109518	174207
772	109656	174059
773	109781	173891
774	109910	173729
775	110047	173580
776	110177	173420
777	110307	173259
778	110429	173086
779	110558	172924
780	110681	172753
781	110810	172592
782	110943	172437
783	111070	172272
784	111201	172113
785	111337	171964
786	111477	171820
787	111603	171653
788	111729	171488
789	111861	171331
790	111993	171176
791	112132	171029
792	112264	170873
793	112390	170708
794	112518	170546
795	112661	170407
796	112795	170254
797	112928	170101
798	113057	169940
799	113188	169782
800	113303	169601
801	113429	169437
802	113545	169257
803	113676	169101
804	113782	168907
805	113913	168749
806	114043	168592
807	114180	168444
808	114327	168311
809	114463	168162
810	114600	168015
811	114732	167859
812	114865	167705
813	115004	167561
814	115143	167417
815	115291	167285
816	115410	167111
817	115555	166976
818	115704	166846
819	115846	166705
820	115974	166545
821	116112	166399
822	116243	166243
823	116383	166100
824	116520	165952
825	116647	165791
826	116783	165643
827	116913	165486
828	117047	165334
829	117177	165177
830	117306	165019
831	117437	164864
832	117562	164700
833	117704	164560
834	117839	164411
835	117977	164265
836	118107	164108
837	118235	163949
838	118369	163798
839	118498	163640
840	118623	163478
841	118754	163322
842	118878	163158
843	119007	163000
844	119164	162881
845	119299	162732
846	119435	162584
847	119566	162429
848	119705	162286
849	119847	162146
850	119979	161993
851	120112	161841
852	120242	161685
853	120365	161520
854	120493	161363
855	120613	161193
856	120753	161051
857	120899	160916
858	121033	160767
859	121179	160633
860	121305	160473
861	121439	160322
862	121568	160165
863	121703	160017
864	121848	159882
865	121980	159730
866	122115	159581
867	122259	159444
868	122399	159301
869	122532	159150
870	122659	158992
871	122788	158835
872	122915	158678
873	123044	158522
874	123165	158355
875	123290	158194
876	123415	158034
877	123542	157875
878	123675	157724
879	123814	157582
880	123942	157425
881	124079	157279
882	124212	157129
883	124342	156975
884	124482	156834
885	124614	156681
886	124753	156539
887	124874	156374
888	125011	156229
889	125165	156105
890	125306	155965
891	125437	155812
892	125566	155657
893	125708	155518
894	125844	155371
895	125985	155231
896	126115	155079
897	126263	154947
898	126403	154805
899	126555	154679
900	126692	154533
901	126823	154381
902	126972	154250
903	127108	154105
904	127254	153970
905	127407	153844
906	127545	153700
907	127688	153564
908	127824	153417
909	127949	153257
910	128080	153106
911	128218	152962
912	128356	152818
913	128493	152673
914	128635	152534
915	128784	152404
916	128921	152259
917	129059	152116
918	129197	151972
919	129330	151823
920	129469	151679
921	129609	151539
922	129747	151395
923	129878	151243
924	130013	151096
925	130158	150961
926	130304	150826
927	130450	150692
928	130594	150556
929	130726	150406
930	130847	150242
931	130984	150097
932	131121	149953
933	131258	149809
934	131390	149658
935	131522	149508
936	131656	149360
937	131790	149212
938	131939	149082
939	132058	148917
940	132208	148787
941	132344	148641
942	132500	148518
943	132644	148381
944	132791	148248
945	132927	148103
946	133063	147957
947	133199	147812
948	133326	147656
949	133460	147509
950	133590	147356
951	133727	147212
952	133865	147069
953	134009	146932
954	134142	146784
955	134276	146636
956	134414	146493
957	134553	146351
958	134691	146208
959	134828	146064
960	134972	145927
961	135118	145793
962	135259	145653
963	135408	145521
964	135545	145377
965	135687	145239
966	135826	145096
967	135960	144949
968	136114	144823
969	136274	144704
970	136403	144550
971	136540	144406
972	136665	144250
973	136802	144105
974	136953	143977
975	137081	143823
976	137226	143687
977	137376	143557
978	137529	143429
979	137675	143295
980	137830	143169
981	137971	143029
982	138117	142894
983	138267	142764
984	138415	142630
985	138562	142497
986	138709	142363
987	138839	142212
988	138976	142068
989	139114	141925
990	139265	141794
991	139409	141658
992	139545	141512
993	139673	141359
994	139807	141212
995	139961	141085
996	140102	140945
997	140238	140800
998	140380	140661
999	140505	140505
1000	140626	140345
1001	140762	140200
1002	140907	140064
1003	141046	139922
1004	141178	139773
1005	141324	139638
1006	141468	139501
1007	141620	139372
1008	141752	139223
1009	141892	139082
1010	142026	138935
1011	142163	138792
1012	142294	138642
1013	142433	138500
1014	142562	138348
1015	142703	138208
1016	142845	138070
1017	142993	137936
1018	143132	137795
1019	143276	137658
1020	143418	137518
1021	143547	137367
1022	143685	137224
1023	143827	137085
1024	143964	136942
1025	144100	136797
1026	144244	136660
1027	144387	136521
1028	144519	136374
1029	144664	136237
1030	144786	136079
1031	144925	135938
1032	145061	135793
1033	145196	135648
1034	145333	135504
1035	145471	135361
1036	145616	135225
1037	145750	135078
1038	145880	134928
1039	146018	134785
1040	146159	134646
1041	146302	134508
1042	146440	134365
1043	146593	134237
1044	146731	134094
1045	146877	133958
1046	147007	133809
1047	147152	133672
1048	147288	133528
1049	147429	133388
1050	147568	133246
1051	147689	133088
1052	147833	132951
1053	147967	132805
1054	148116	132673
1055	148250	132527
1056	148398	132393
1057	148538	132252
1058	148683	132115
1059	148834	131985
1060	148974	131844
1061	149118	131707
1062	149258	131566
1063	149398	131425
1064	149560	131304
1065	149698	131161
1066	149841	131023
1067	149991	130891
1068	150128	130747
1069	150269	130607
1070	150423	130479
1071	150563	130338
1072	150683	130180
1073	150830	130046
1074	150965	129900
1075	151109	129763
1076	151260	129631
1077	151416	129504
1078	151560	129367
1079	151704	129229
1080	151846	129090
1081	151996	128958
1082	152134	128815
1083	152294	128692
1084	152450	128564
1085	152599	128430
1086	152742	128292
1087	152881	128150
1088	153015	128005
1089	153153	127862
1090	153292	127720
1091	153431	127578
1092	153575	127440
1093	153714	127298
1094	153870	127171
1095	154014	127033
1096	154177	126912
1097	154325	126777
1098	154474	126644
1099	154619	126507
1100	154758	126364
1101	154910	126233
1102	155052	126094
1103	155190	125951
1104	155345	125822
1105	155480	125677
1106	155621	125537
1107	155775	125407
1108	155924	125273
1109	156062	125131
1110	156199	124988
1111	156341	124847
1112	156483	124709
1113	156620	124565
1114	156765	124428
1115	156914	124294
1116	157066	124162
1117	157203	124019
1118	157346	123880
1119	157495	123746
1120	157635	123605
1121	157764	123455
1122	157904	123314
1123	158045	123173
1124	158196	123041
1125	158356	122916
1126	158500	122777
1127	158654	122647
1128	158798	122509
1129	158936	122367
1130	159069	122220
1131	159216	122085
1132	159356	121943
1133	159491	121798
1134	159635	121660
1135	159778	121521
1136	159912	121375
1137	160060	121241
1138	160196	121096
1139	160334	120953
1140	160473	120812
1141	160619	120675
1142	160777	120547
1143	160929	120415
1144	161070	120275
1145	161228	120147
1146	161366	120004
1147	161509	119866
1148	161643	119720
1149	161791	119585
1150	161938	119448
1151	162091	119317
1152	162234	119178
1153	162390	119048
1154	162524	118903
1155	162668	118764
1156	162813	118627
1157	162958	118489
1158	163110	118356
1159	163240	118208
1160	163375	118063
1161	163522	117927
1162	163660	117784
1163	163810	117650
1164	163955	117513
1165	164088	117366
1166	164228	117225
1167	164367	117083
1168	164519	116951
1169	164662	116811
1170	164807	116673
1171	164947	116533
1172	165091	116394
1173	165236	116256
1174	165390	116125
1175	165533	115986
1176	165680	115849
1177	165826	115712
1178	165974	115577
1179	166115	115436
1180	166249	115290
1181	166380	115142
1182	166517	114999
1183	166643	114848
1184	166765	114695
1185	166883	114539
1186	167012	114390
1187	167139	114240
1188	167271	114093
1189	167404	113947
1190	167541	113804
1191	167671	113656
1192	167806	113512
1193	167923	113355
1194	168060	113212
1195	168194	113067
1196	168325	112920
1197	168452	112770
1198	168584	112623
1199	168719	112479
1200	168846	112329
1201	168980	112185
1202	169111	112038
1203	169244	111892
1204	169379	111748
1205	169504	111597
1206	169625	111444
1207	169759	111299
1208	169874	111141
1209	170005	110995
1210	170141	110851
1211	170259	110696
1212	170390	110550
1213	170521	110403
1214	170653	110257
1215	170779	110108
1216	170911	109961
1217	171040	109814
1218	171167	109665
1219	171301	109520
1220	171433	109374
1221	171561	109226
1222	171688	109077
1223	171825	108935
1224	171948	108783
1225	172094	108647
1226	172221	108498
1227	172346	108347
1228	172476	108201
1229	172607	108054
1230	172741	107910
1231	172885	107772
1232	173024	107631
1233	173150	107482
1234	173290	107342
1235	173407	107187
1236	173539	107041
1237	173672	106897
1238	173789	106742
1239	173915	106593
1240	174050	106450
1241	174187	106307
1242	174329	106168
1243	174454	106018
1244	174592	105877
1245	174753	105749
1246	174887	105605
1247	175028	105465
1248	175183	105334
1249	175323	105193
1250	175448	105044
1251	175587	104903
1252	175725	104762
1253	175847	104610
1254	175982	104467
1255	176109	104319
1256	176242	104174
1257	176372	104029
1258	176517	103891
1259	176641	103741
1260	176771	103595
1261	176897	103447
1262	177028	103301
1263	177157	103154
1264	177291	103011
1265	177413	102860
1266	177537	102710
1267	177653	102556
1268	177773	102405
1269	177907	102261
1270	178025	102108
1271	178159	101965
1272	178302	101826
1273	178436	101683
1274	178559	101533
1275	178689	101388
1276	178816	101240
1277	178939	101091
1278	179059	100939
1279	179182	100789
1280	179304	100640
1281	179427	100490
1282	179551	100341
1283	179669	100189
1284	179787	100037
1285	179914	99890
1286	180044	99744
1287	180172	99598
1288	180287	99444
1289	180407	99294
1290	180522	99140
1291	180633	98985
1292	180759	98837
1293	180875	98684
1294	181003	98538
1295	181142	98398
1296	181272	98253
1297	181388	98100
1298	181505	97948
1299	181629	97800
1300	181747	97649
1301	181871	97500
1302	181989	97349
1303	182110	97199
1304	182229	97049
1305	182363	96906
1306	182487	96758
1307	182604	96607
1308	182725	96457
1309	182848	96309
1310	182962	96156
1311	183079	96005
1312	183203	95857
1313	183331	95712
1314	183448	95560
1315	183597	95426
1316	183728	95282
1317	183843	95130
1318	183965	94981
1319	184096	94837
1320	184219	94689
1321	184334	94537
1322	184454	94388
1323	184566	94235
1324	184694	94089
1325	184814	93940
1326	184936	93792
1327	185059	93644
1328	185185	93498
1329	185311	93352
1330	185434	93204
1331	185552	93055
1332	185674	92906
1333	185777	92749
1334	185896	92600
1335	186009	92448
1336	186131	92299
1337	186255	92153
1338	186391	92012
1339	186515	91865
1340	186637	91718
1341	186753	91567
1342	186872	91418
1343	186994	91271
1344	187117	91124
1345	187250	90981
1346	187373	90834
1347	187500	90690
1348	187623	90543
1349	187752	90399
1350	187871	90250
1351	187994	90103
1352	188112	89954
1353	188244	89812
1354	188364	89664
1355	188490	89518
1356	188617	89374
1357	188735	89225
1358	188899	89098
1359	189042	88961
1360	189178	88820
1361	189328	88687
1362	189459	88544
1363	189597	88404
1364	189738	88266
1365	189888	88132
1366	190026	87993
1367	190162	87852
1368	190284	87706
1369	190419	87565
1370	190552	87423
1371	190672	87275
1372	190810	87136
1373	190947	86996
1374	191071	86850
1375	191218	86715
1376	191353	86574
1377	191487	86433
1378	191618	86290
1379	191754	86150
1380	191886	86008
1381	192026	85870
1382	192151	85724
1383	192291	85586
1384	192428	85446
1385	192556	85302
1386	192698	85165
1387	192834	85025
1388	192967	84883
1389	193097	84740
1390	193233	84600
1391	193372	84461
1392	193491	84313
1393	193628	84174
1394	193742	84024
1395	193876	83883
1396	194014	83744
1397	194156	83606
1398	194268	83456
1399	194399	83314
1400	194525	83169
1401	194647	83023
1402	194777	82881
1403	194899	82735
1404	195037	82595
1405	195174	82456
1406	195312	82317
1407	195457	82180
1408	195603	82045
1409	195735	81903
1410	195862	81759
1411	196006	81623
1412	196145	81484
1413	196274	81341
1414	196408	81200
1415	196533	81056
1416	196670	80916
1417	196797	80773
1418	196922	80628
1419	197044	80482
1420	197183	80344
1421	197314	80202
1422	197450	80062
1423	197584	79921
1424	197712	79778
1425	197853	79640
1426	197980	79497
1427	198106	79353
1428	198244	79214
1429	198376	79073
1430	198502	78929
1431	198631	78786
1432	198771	78648
1433	198899	78505
1434	199028	78363
1435	199168	78224
1436	199293	78080
1437	199411	77934
1438	199556	77797
1439	199684	77655
1440	199827	77518
1441	199961	77377
1442	200095	77236
1443	200228	77096
1444	200356	76953
1445	200496	76815
1446	200623	76672
1447	200759	76532
1448	200893	76392
1449	201032	76253
1450	201169	76114
1451	201314	75978
1452	201455	75840
1453	201585	75698
1454	201718	75557
1455	201852	75417
1456	202003	75283
1457	202129	75139
1458	202262	74999
1459	202401	74860
1460	202541	74722
1461	202681	74584
1462	202823	74447
1463	202949	74303
1464	203086	74164
1465	203227	74026
1466	203354	73884
1467	203485	73742
1468	203620	73602
1469	203762	73465
1470	203900	73326
1471	204038	73187
1472	204176	73048
1473	204302	72905
1474	204424	72761
1475	204559	72621
1476	204681	72477
1477	204826	72340
1478	204957	72199
1479	205090	72058
1480	205233	71921
1481	205372	71783
1482	205488	71636
1483	205621	71496
1484	205757	71356
1485	205878	71212
1486	206009	71071
1487	206141	70930
1488	206269	70788
1489	206416	70652
1490	206543	70510
1491	206677	70370
1492	206803	70227
1493	206937	70087
1494	207058	69942
1495	207185	69800
1496	207329	69663
1497	207451	69519
1498	207596	69383
1499	207732	69244
1500	207871	69105
1501	208006	68966
1502	208132	68823
1503	208272	68685
1504	208419	68549
1505	208539	68405
1506	208672	68265
1507	208829	68132
1508	208968	67994
1509	209097	67852
1510	209234	67713
1511	209366	67573
1512	209479	67426
1513	209610	67285
1514	209738	67144
1515	209881	67007
1516	210024	66870
1517	210168	66733
1518	210286	66588
1519	210410	66445
1520	210554	66308
1521	210681	66166
1522	210815	66027
1523	210956	65889
1524	211092	65750
1525	211218	65607
1526	211351	65467
1527	211484	65327
1528	211618	65187
1529	211751	65047
1530	211884	64907
1531	212021	64768
1532	212154	64628
1533	212291	64490
1534	212426	64350
1535	212567	64212
1536	212689	64069
1537	212826	63930
1538	212956	63790
1539	213080	63647
1540	213231	63512
1541	213363	63372
1542	213499	63233
1543	213628	63092
1544	213762	62952
1545	213885	62809
1546	214025	62672
1547	214167	62534
1548	214302	62395
1549	214424	62252
1550	214565	62114
1551	214704	61976
1552	214840	61837
1553	214985	61701
1554	215112	61559
1555	215263	61424
1556	215397	61285
1557	215534	61146
1558	215670	61007
1559	215803	60867
1560	215929	60725
1561	216064	60586
1562	216204	60448
1563	216336	60308
1564	216490	60174
1565	216633	60037
1566	216767	59898
1567	216909	59760
1568	217028	59617
1569	217164	59478
1570	217304	59340
1571	217457	59206
1572	217611	59072
1573	217750	58933
1574	217884	58794
1575	218025	58656
1576	218163	58518
1577	218302	58379
1578	218438	58241
1579	218585	58105
1580	218724	57966
1581	218861	57828
1582	219002	57690
1583	219133	57550
1584	219290	57416
1585	219429	57278
1586	219557	57137
1587	219694	56998
1588	219824	56858
1589	219956	56718
1590	220098	56580
1591	220231	56441
1592	220372	56303
1593	220523	56168
1594	220653	56027
1595	220794	55890
1596	220926	55750
1597	221060	55610
1598	221204	55474
1599	221332	55333
1600	221468	55194
1601	221607	55056
1602	221746	54917
1603	221883	54779
1604	222022	54641
1605	222175	54506
1606	222322	54370
1607	222463	54232
1608	222611	54096
1609	222742	53956
1610	222876	53816
1611	223017	53679
1612	223157	53541
1613	223295	53402
1614	223439	53265
1615	223572	53126
1616	223707	52986
1617	223835	52846
1618	223968	52706
1619	224113	52569
1620	224246	52430
1621	224380	52290
1622	224520	52152
1623	224644	52011
1624	224775	51871
1625	224916	51733
1626	225055	51595
1627	225172	51452
1628	225294	51310
1629	225429	51171
1630	225555	51030
1631	225675	50887
1632	225787	50743
1633	225908	50601
1634	226024	50458
1635	226152	50317
1636	226276	50176
1637	226395	50033
1638	226524	49893
1639	226635	49749
1640	226758	49607
1641	226897	49469
1642	227033	49330
1643	227159	49190
1644	227265	49045
1645	227387	48903
1646	227505	48761
1647	227622	48618
1648	227740	48475
1649	227855	48332
1650	227966	48189
1651	228073	48044
1652	228184	47900
1653	228284	47754
1654	228402	47612
1655	228527	47471
1656	228642	47329
1657	228751	47185
1658	228870	47043
1659	228986	46900
1660	229134	46764
1661	229257	46624
1662	229385	46484
1663	229504	46342
